# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|17|031|0052|88101|1|7|105|120|19980825|00:00|13.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980826|00:00|14.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980827|00:00|16.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980828|00:00|21.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980829|00:00|11.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980830|00:00|7.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980831|00:00|8.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980901|00:00|14.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980902|00:00|22.4||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980903|00:00|19.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980904|00:00|14.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980905|00:00|27.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980906|00:00|31.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980907|00:00|10.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980908|00:00|5.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980909|00:00|7.4||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980910|00:00|14.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980911|00:00|21.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980912|00:00|24.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980913|00:00|28.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980914|00:00|28.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980915|00:00|11.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980916|00:00|12.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980917|00:00|15.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980918|00:00|20.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980919|00:00|33.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980920|00:00|31.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980921|00:00|5.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980922|00:00|4.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980923|00:00|9.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980924|00:00|21.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980925|00:00|31.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980926|00:00|28.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980927|00:00|19.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980928|00:00|9.4||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980929|00:00|21.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19980930|00:00|17.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981001|00:00|5.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981002|00:00|7.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981003|00:00|7.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981004|00:00|8.4||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981005|00:00|32.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981006|00:00|9.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981007|00:00|7.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981008|00:00|5.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981009|00:00|16.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981010|00:00|26.4||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981011|00:00|30.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981012|00:00|18.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981013|00:00|6.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981014|00:00|6.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981015|00:00|14.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981016|00:00|24.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981017|00:00|32.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981018|00:00|6.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981019|00:00|9.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981020|00:00|7.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981024|00:00|18.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981025|00:00|23.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981026|00:00|28.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981027|00:00|36.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981028|00:00|11.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981029|00:00|29.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981030|00:00|41.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981031|00:00|11.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981101|00:00|5.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981102|00:00|5.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981103|00:00|3.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981104|00:00|10.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981105|00:00|10.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981106|00:00|13.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981107|00:00|21.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981108|00:00|33.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981109|00:00|36.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981110|00:00|9.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981111|00:00|11.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981112|00:00|19.4||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981113|00:00|22.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981114|00:00|16.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981115|00:00|15.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981116|00:00|23.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981117|00:00|18.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981118|00:00|24.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981119|00:00|14.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981120|00:00|14.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981121|00:00|16.5||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981122|00:00|11.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981123|00:00|10.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981124|00:00|17.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981128|00:00|28.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981129|00:00|31.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981130|00:00|25.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981201|00:00|15.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981202|00:00|14.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981203|00:00|22.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981204|00:00|31.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981205|00:00|23.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981206|00:00|15.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981207|00:00|8.1||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981208|00:00|24.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981209|00:00|20.7||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981210|00:00|23.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981211|00:00|15.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981212|00:00|18.0||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981213|00:00|16.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981214|00:00|22.9||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981217|00:00|14.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981218|00:00|14.3||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981219|00:00|16.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981220|00:00|19.2||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981221|00:00|22.6||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981222|00:00|14.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981223|00:00|15.8||1|||||||||||||
RD|I|17|031|0052|88101|1|7|105|120|19981224|00:00|11.0||1|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980123|00:00|22.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980129|00:00|19.9||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980210|00:00|34.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980216|00:00|19.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980222|00:00|25.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980228|00:00|14.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980306|00:00|14.0||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980312|00:00|15.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980318|00:00|19.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980324|00:00|14.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980330|00:00|14.9||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980405|00:00|9.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980411|00:00|16.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980417|00:00|9.6||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980423|00:00|17.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980429|00:00|31.0||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980505|00:00|30.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980511|00:00|12.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980517|00:00|11.4||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980523|00:00|11.4||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980529|00:00|12.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980604|00:00|8.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980610|00:00|25.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980616|00:00|12.3||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980622|00:00|11.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980628|00:00|12.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980704|00:00|15.4||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980710|00:00|23.0||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980728|00:00|16.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980803|00:00|32.9||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980809|00:00|32.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980815|00:00|13.1||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980821|00:00|27.4||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980827|00:00|21.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980902|00:00|25.9||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980908|00:00|5.0||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980914|00:00|24.6||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980920|00:00|29.6||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19980926|00:00|30.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981002|00:00|7.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981008|00:00|5.2||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981014|00:00|6.6||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981020|00:00|5.6||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981101|00:00|5.3||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981107|00:00|20.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981113|00:00|18.4||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981119|00:00|11.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981125|00:00|14.7||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981201|00:00|20.7||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981207|00:00|15.5||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981213|00:00|22.4||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981219|00:00|18.9||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981225|00:00|11.8||6|||||||||||||
RD|I|17|031|4201|88101|1|7|105|120|19981231|00:00|20.4||6|||||||||||||
RD|I|45|079|0019|88101|1|7|105|118|19981126|00:00||AM|3|||||||||||||
RD|I|45|079|0019|88101|1|7|105|118|19981128|00:00||AM|3|||||||||||||
RD|I|45|079|0019|88101|2|7|105|118|19981126|00:00||AM|6|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981113|00:00|10.9||3|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981119|00:00|13.5||3|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981125|00:00|4.2||3|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981201|00:00|3.8||6|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981207|00:00|3.8||6|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981213|00:00|3.8||6|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981219|00:00|4.7||6|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981225|00:00|11.8||6|||||||||||||
RD|I|53|063|9000|88101|1|7|105|117|19981231|00:00|5.4||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980105|00:00|7||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980111|00:00|12||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980117|00:00|27||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980123|00:00|25||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980129|00:00|22||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980204|00:00|6||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980210|00:00|29||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980216|00:00|21||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980222|00:00|16||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980228|00:00|12||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980306|00:00|18||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980312|00:00|10||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980318|00:00|18||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980324|00:00|14||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980330|00:00|15||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980404|00:00|6||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980411|00:00|17||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980417|00:00|11||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980423|00:00|18||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980429|00:00|16||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980505|00:00|24||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980511|00:00|9||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980517|00:00|11||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980523|00:00|10||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980529|00:00|11||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980604|00:00|12||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980610|00:00|21||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980616|00:00|17||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980628|00:00|12||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980704|00:00|14||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980710|00:00|16||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980716|00:00|10||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980809|00:00|29||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980815|00:00|13||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980821|00:00|16||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980827|00:00|16||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980902|00:00|28||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980908|00:00|4||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980914|00:00|22||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980920|00:00|21||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19980926|00:00|27||6|||||||||||||
RD|I|55|059|0019|88101|1|7|105|117|19981002|00:00|5||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980105|00:00|14||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980111|00:00|15||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980117|00:00|30||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980123|00:00|28||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980129|00:00|22||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980204|00:00|10||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980210|00:00|45||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980216|00:00|25||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980222|00:00|18||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980228|00:00|14||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980306|00:00|13||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980312|00:00|9||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980318|00:00|14||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980405|00:00|1||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980411|00:00|13||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980417|00:00|13||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980423|00:00|20||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980429|00:00|35||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980505|00:00|37||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980511|00:00|21||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980517|00:00|10||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980523|00:00|11||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980529|00:00|11||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980604|00:00|11||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980610|00:00|33||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980616|00:00|17||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980622|00:00|17||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980628|00:00|11||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980704|00:00|7||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980710|00:00|17||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980716|00:00|10||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980722|00:00|10||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980728|00:00|10||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980803|00:00|25||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980809|00:00|23||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980815|00:00|10||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980821|00:00|22||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980827|00:00|25||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980902|00:00|22||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980909|00:00|7||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980914|00:00|22||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980920|00:00|21||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19980926|00:00|27||6|||||||||||||
RD|I|55|079|0010|88101|1|7|105|117|19981002|00:00|8||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980105|00:00|13||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980117|00:00|29||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980123|00:00|25||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980129|00:00|22||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980204|00:00|10||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980210|00:00|43||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980216|00:00|24||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980222|00:00|17||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980228|00:00|11||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980306|00:00|14||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980312|00:00|7||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980318|00:00|6||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980324|00:00|15||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980330|00:00|19||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980405|00:00|6||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980411|00:00|13||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980417|00:00|13||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980423|00:00|19||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980429|00:00|24||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980505|00:00|28||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980511|00:00|12||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980517|00:00|14||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980523|00:00|11||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980529|00:00|13||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980604|00:00|13||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980610|00:00|28||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980616|00:00|19||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980622|00:00|18||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980628|00:00|11||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980704|00:00|15||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980710|00:00|15||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980716|00:00|9||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980722|00:00|10||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980728|00:00|13||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980803|00:00|28||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980809|00:00|21||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980815|00:00|12||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980821|00:00|27||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980827|00:00|31||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980902|00:00|23||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980908|00:00|7||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980914|00:00|22||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980920|00:00|22||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19980926|00:00|27||6|||||||||||||
RD|I|55|133|0027|88101|1|7|105|117|19981002|00:00|8||6|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981029|00:00|4.7||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981101|00:00|3.4||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981104|00:00|5.3||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981107|00:00|9.7||3|||||||||||||
